booking_id,date_key,hotel_key,customer_key,market_key,room_key,is_canceled,lead_time,total_nights,total_guests,adr,total_revenue,booking_changes,days_in_waiting_list,required_car_parking_spaces,total_of_special_requests,room_upgraded,reservation_status
27,20150701,1,9,4,13,0,48,7,2,79.5,556.5,0,0,0,0,0,Check-Out
28,20150701,1,1,3,6,1,60,7,2,107.0,749.0,0,0,0,2,0,Canceled
29,20150701,1,1,3,3,0,77,7,2,94.0,658.0,0,0,0,0,0,Check-Out
30,20150701,1,1,3,13,0,99,7,2,87.3,611.1,0,0,1,1,0,Check-Out
31,20150701,1,10,1,3,0,118,14,1,62.0,868.0,2,0,0,2,0,Check-Out
32,20150701,1,2,4,13,0,95,15,2,63.86,957.9,0,0,0,0,0,Check-Out
33,20150701,1,1,1,6,1,96,10,2,108.3,1083.0,0,0,0,2,0,Canceled
34,20150702,1,5,4,2,0,69,6,2,65.5,393.0,0,0,0,0,1,Check-Out
35,20150702,1,1,3,13,1,45,4,3,108.8,435.2,0,0,0,1,0,Canceled
36,20150702,1,1,3,13,1,40,4,3,108.8,435.2,0,0,0,1,0,Canceled
37,20150702,1,11,3,2,0,15,4,2,98.0,392.0,0,0,0,0,1,Check-Out
38,20150702,1,1,3,13,0,36,4,3,108.8,435.2,0,0,0,1,0,Check-Out
39,20150702,1,1,3,13,1,43,4,3,108.8,435.2,0,0,0,0,0,Canceled
40,20150702,1,12,1,15,0,70,5,2,137.0,685.0,0,0,0,1,0,Check-Out
41,20150702,1,1,3,11,1,45,5,2,117.81,589.05,0,0,0,0,0,Canceled
42,20150702,1,9,4,13,0,45,5,2,79.5,397.5,0,0,0,0,0,Check-Out
43,20150702,1,11,1,12,0,16,5,2,123.0,615.0,0,0,0,0,0,Check-Out
44,20150702,1,12,1,15,0,70,5,2,137.0,685.0,0,0,0,1,0,Check-Out
45,20150702,1,1,3,3,0,107,7,2,110.7,774.9,0,0,0,2,0,Check-Out
46,20150702,1,13,3,11,1,47,7,4,153.0,1071.0,0,0,0,0,0,Canceled
47,20150702,1,11,4,3,0,96,7,2,58.95,412.65000000000003,0,0,0,1,0,Check-Out
48,20150702,1,14,4,6,0,113,7,2,82.88,580.16,0,0,0,2,0,Check-Out
49,20150702,1,8,4,16,0,90,7,2,82.35,576.4499999999999,1,0,0,0,1,Check-Out
50,20150702,1,5,3,17,0,50,7,2,119.35,835.4499999999999,1,0,0,1,1,Check-Out
51,20150702,1,14,4,13,0,113,7,2,67.58,473.06,0,0,0,2,0,Check-Out
52,20150702,1,9,4,3,0,93,11,2,56.01,616.11,0,0,0,0,0,Check-Out
53,20150702,1,15,4,13,0,76,14,2,110.7,1549.8,0,0,0,0,0,Check-Out
54,20150702,1,11,3,2,0,3,1,2,88.2,88.2,0,0,1,0,1,Check-Out
55,20150702,1,16,3,18,0,1,1,2,147.0,147.0,0,0,1,0,0,Check-Out
56,20150702,1,4,1,1,0,1,1,4,107.0,107.0,0,0,1,2,0,Check-Out
57,20150702,1,1,1,18,0,0,1,2,147.0,147.0,0,0,0,0,0,Check-Out
58,20150702,1,1,3,19,0,0,1,2,117.9,117.9,0,0,0,2,1,Check-Out
59,20150702,1,1,1,11,0,0,1,2,123.0,123.0,0,0,0,0,0,Check-Out
60,20150702,1,3,3,2,0,14,2,2,98.0,196.0,0,0,0,1,1,Check-Out
61,20150702,1,1,3,11,0,10,2,2,117.81,235.62,0,0,0,0,0,Check-Out
62,20150702,1,5,3,6,0,5,2,2,135.0,270.0,0,0,1,2,0,Check-Out
63,20150702,1,11,1,12,0,17,3,2,133.0,399.0,0,0,0,1,0,Check-Out
64,20150702,1,9,4,2,0,93,3,2,58.95,176.85000000000002,0,0,0,0,1,Check-Out
65,20150702,1,1,3,20,1,3,3,2,136.33,408.99,0,0,0,2,0,Canceled
66,20150703,1,17,3,21,0,10,2,4,153.0,306.0,0,0,1,0,1,Check-Out
67,20150703,1,11,3,2,0,3,2,2,110.5,221.0,0,0,0,0,1,Check-Out
68,20150703,1,18,3,13,0,51,2,2,97.0,194.0,0,0,0,0,0,Check-Out
69,20150703,1,1,4,3,1,71,2,3,110.3,220.6,0,0,0,2,0,Canceled
70,20150703,1,1,3,3,1,63,2,2,82.0,164.0,0,0,0,2,0,Canceled
71,20150703,1,1,3,13,1,62,2,2,97.0,194.0,0,0,0,1,0,Canceled
72,20150703,1,1,3,3,1,101,2,2,73.8,147.6,0,0,0,1,0,Canceled
73,20150703,1,1,4,20,0,2,2,2,91.5,183.0,0,0,0,0,0,Check-Out
74,20150703,1,11,3,3,0,15,2,2,114.5,229.0,0,0,0,0,0,Check-Out
75,20150703,1,1,3,3,1,51,2,3,110.3,220.6,0,0,0,0,0,Canceled
76,20150703,1,11,3,3,0,3,3,2,90.9,272.70000000000005,0,0,1,0,0,Check-Out
77,20150703,1,1,3,6,1,48,3,2,123.0,369.0,0,0,0,0,0,Canceled
78,20150703,1,1,3,3,0,2,4,1,122.0,488.0,0,0,0,0,0,Check-Out
79,20150703,1,19,4,3,0,72,4,2,110.7,442.8,0,0,1,0,0,Check-Out
80,20150703,1,1,4,13,0,81,8,3,85.86,686.88,0,0,0,0,0,Check-Out
81,20150703,1,20,4,3,0,99,9,2,58.95,530.5500000000001,0,0,0,0,0,Check-Out
82,20150703,1,6,4,3,1,368,10,2,55.68,556.8,0,0,0,0,0,Canceled
83,20150703,1,8,4,3,0,364,10,2,55.68,556.8,0,0,0,0,0,Check-Out
84,20150703,1,1,1,20,1,81,10,2,124.0,1240.0,2,0,0,1,0,Canceled
85,20150703,1,8,4,15,0,99,10,2,111.15,1111.5,0,0,0,0,0,Check-Out
86,20150703,1,8,4,15,0,324,14,2,134.73,1886.2199999999998,0,0,0,0,0,Check-Out
87,20150703,1,2,3,12,0,69,14,2,92.45,1294.3,1,0,0,1,0,Check-Out
88,20150703,1,13,4,3,1,79,21,3,108.73,2283.33,0,0,0,2,0,Canceled
89,20150703,1,2,3,2,0,12,1,2,73.8,73.8,0,0,0,0,1,Check-Out
90,20150703,1,1,3,2,0,9,1,2,98.0,98.0,0,0,1,2,1,Check-Out
91,20150703,1,11,3,2,0,1,1,2,131.0,131.0,0,0,0,1,1,Check-Out
92,20150703,1,1,3,6,0,21,1,2,123.0,123.0,0,0,0,0,0,Check-Out
93,20150703,1,3,3,1,0,9,1,2,94.71,94.71,0,0,0,0,0,Check-Out
94,20150703,1,21,3,3,0,109,1,2,123.0,123.0,0,0,0,2,0,Check-Out
95,20150703,1,1,3,3,1,109,2,2,123.0,246.0,0,0,0,1,0,Canceled
96,20150703,1,1,3,3,1,72,2,2,73.8,147.6,0,0,0,1,0,Canceled
97,20150703,1,1,3,12,1,63,7,2,117.0,819.0,0,0,0,1,0,Canceled
98,20150703,1,11,4,15,0,63,7,3,196.54,1375.78,0,0,0,1,0,Check-Out
99,20150703,1,13,3,13,0,101,7,3,99.3,695.1,0,0,1,2,0,Check-Out
100,20150703,1,19,1,6,0,102,7,2,90.95,636.65,0,0,0,0,0,Check-Out
101,20150704,1,11,1,2,0,4,3,2,92.67,278.01,0,0,0,1,1,Check-Out
102,20150704,1,7,4,13,0,98,3,2,71.55,214.64999999999998,0,0,1,0,0,Check-Out
103,20150704,1,22,4,12,0,92,6,3,96.49,578.9399999999999,0,0,0,2,0,Check-Out
104,20150704,1,1,3,2,0,95,6,2,85.8,514.8,0,0,1,2,1,Check-Out
105,20150704,1,1,3,6,0,102,7,2,96.3,674.1,0,0,0,1,0,Check-Out
106,20150704,1,13,3,18,1,26,7,4,163.0,1141.0,0,0,0,0,0,Canceled
107,20150704,1,1,1,5,1,73,7,3,172.0,1204.0,0,0,0,1,0,Canceled
108,20150704,1,1,3,3,1,102,7,2,110.7,774.9,0,0,0,1,0,Canceled
109,20150704,1,1,4,3,0,115,7,2,58.95,412.65000000000003,0,0,0,1,0,Check-Out
110,20150704,1,13,3,3,0,102,7,3,73.8,516.6,0,0,0,2,0,Check-Out
111,20150704,1,23,3,13,0,86,7,2,97.0,679.0,0,0,0,2,0,Check-Out
112,20150704,1,13,3,17,0,78,7,3,139.0,973.0,0,0,0,2,1,Check-Out
113,20150704,1,2,3,3,0,52,7,2,67.24,470.67999999999995,0,0,0,0,0,Check-Out
114,20150704,1,1,3,6,0,29,8,3,116.5,932.0,0,0,0,1,0,Check-Out
115,20150704,1,1,3,6,1,101,8,2,96.3,770.4,0,0,0,1,0,Canceled
116,20150704,1,1,3,3,0,109,8,2,123.0,984.0,0,0,0,1,0,Check-Out
117,20150704,1,8,4,13,0,92,10,2,71.55,715.5,0,0,0,1,0,Check-Out
118,20150704,1,6,4,13,0,92,10,2,71.55,715.5,0,0,0,1,0,Check-Out
119,20150704,1,13,1,5,0,79,10,3,149.0,1490.0,1,0,0,1,0,Check-Out
120,20150704,1,13,3,22,0,2,1,4,163.0,163.0,1,0,1,0,1,Check-Out
121,20150704,1,6,4,23,0,30,1,2,79.5,79.5,0,0,0,0,1,Check-Out
122,20150704,1,1,3,20,1,51,1,1,105.0,105.0,0,0,0,0,0,Canceled
123,20150704,1,1,1,24,1,36,1,1,123.0,123.0,1,0,0,0,1,No-Show
124,20150704,1,1,3,3,1,73,1,2,73.8,73.8,0,0,0,2,0,Canceled
125,20150704,1,1,3,13,1,33,1,2,113.0,113.0,0,0,0,0,0,Canceled
126,20150704,1,1,5,25,0,32,1,4,0.0,0.0,2,0,0,1,0,Check-Out
127,20150704,1,11,3,6,0,8,1,2,123.0,123.0,0,0,0,0,0,Check-Out
128,20150704,1,24,3,2,0,100,2,2,73.8,147.6,0,0,1,1,1,Check-Out
129,20150704,1,1,3,3,0,1,2,2,114.5,229.0,0,0,0,0,0,Check-Out
130,20150704,1,24,3,3,0,100,2,2,73.8,147.6,0,0,0,2,0,Check-Out
131,20150704,1,24,3,2,0,100,2,2,73.8,147.6,0,0,0,1,1,Check-Out
132,20150705,1,11,3,2,0,9,1,2,88.2,88.2,0,0,0,1,1,Check-Out
133,20150705,1,1,3,13,1,5,1,2,97.0,97.0,0,0,0,0,0,Canceled
134,20150705,1,11,3,2,0,0,1,2,85.1,85.1,1,0,0,0,1,Check-Out
135,20150705,1,19,3,3,0,9,1,1,89.0,89.0,0,0,0,0,0,Check-Out
136,20150705,1,1,3,19,0,2,1,1,80.1,80.1,0,0,0,0,1,Check-Out
137,20150705,1,1,3,9,0,2,1,2,98.0,98.0,0,0,0,0,1,Check-Out
138,20150705,1,19,3,3,0,9,1,1,101.0,101.0,0,0,1,0,0,Check-Out
139,20150705,1,1,3,13,1,5,1,2,97.0,97.0,0,0,0,0,0,Canceled
140,20150705,1,1,1,11,0,2,1,2,167.0,167.0,0,0,0,1,0,Check-Out
141,20150705,1,1,3,8,0,44,2,3,225.0,450.0,3,0,2,0,0,Check-Out
142,20150705,1,7,3,7,0,80,2,2,97.0,194.0,0,0,1,0,1,Check-Out
143,20150705,1,11,3,13,0,97,4,2,87.3,349.2,0,0,0,2,0,Check-Out
144,20150705,1,25,4,19,0,109,5,3,85.59,427.95000000000005,0,0,1,2,1,Check-Out
145,20150705,1,11,3,6,0,30,5,2,123.0,615.0,0,0,0,0,0,Check-Out
146,20150705,1,1,3,6,0,64,5,2,107.0,535.0,0,0,0,0,0,Check-Out
147,20150705,1,11,3,18,0,39,6,2,163.0,978.0,0,0,0,0,0,Check-Out
148,20150705,1,1,3,3,0,90,6,2,82.0,492.0,0,0,0,0,0,Check-Out
149,20150705,1,13,3,18,1,34,6,4,163.0,978.0,0,0,0,0,0,Canceled
150,20150705,1,1,4,5,1,93,7,2,105.5,738.5,0,0,0,0,0,Canceled
151,20150705,1,13,1,26,0,97,7,4,164.2,1149.3999999999999,1,0,1,1,0,Check-Out
152,20150705,1,5,3,12,0,29,7,2,97.29,681.0300000000001,0,0,0,1,0,Check-Out
153,20150705,1,1,3,20,1,101,7,2,114.0,798.0,0,0,0,1,0,Canceled
154,20150705,1,11,4,6,0,27,7,2,98.4,688.8000000000001,0,0,0,0,0,Check-Out
155,20150705,1,26,3,18,0,8,9,4,175.0,1575.0,1,0,1,1,0,Check-Out
156,20150705,1,1,4,13,0,82,10,2,63.6,636.0,0,0,1,2,0,Check-Out
157,20150705,1,1,1,23,0,94,10,3,124.45,1244.5,3,0,1,1,1,Check-Out
158,20150705,1,8,4,13,0,110,11,2,110.7,1217.7,0,0,0,0,0,Check-Out
159,20150705,1,8,4,20,0,96,14,1,74.07,1036.98,0,0,0,0,0,Check-Out
160,20150705,1,8,4,5,0,79,14,2,134.1,1877.3999999999999,0,0,0,0,0,Check-Out
161,20150706,1,13,3,11,0,115,5,4,167.0,835.0,1,0,0,0,0,Check-Out
162,20150706,1,1,3,2,0,111,4,2,123.0,492.0,0,0,0,2,1,Check-Out
163,20150706,1,3,3,11,0,51,4,2,117.81,471.24,0,0,1,2,0,Check-Out
164,20150706,1,27,4,13,0,94,4,3,171.32,685.28,0,0,0,1,0,Check-Out
165,20150706,1,26,1,8,0,81,4,4,210.0,840.0,0,0,1,0,0,Check-Out
166,20150706,1,13,3,7,0,84,4,3,97.0,388.0,1,0,0,2,1,Check-Out
167,20150706,1,3,3,11,0,51,4,3,117.81,471.24,0,0,0,2,0,Check-Out
168,20150706,1,1,3,27,0,111,0,2,0.0,0.0,0,0,0,2,1,Check-Out
169,20150706,1,1,1,28,0,0,0,1,0.0,0.0,0,0,0,0,1,Check-Out
170,20150706,1,13,1,9,0,2,1,3,131.0,131.0,0,0,0,0,1,Check-Out
171,20150706,1,1,3,9,0,7,2,2,98.0,196.0,0,0,0,2,1,Check-Out
172,20150706,1,3,3,29,0,98,2,2,87.3,174.6,0,0,1,1,1,Check-Out
173,20150706,1,28,3,13,0,95,3,2,97.0,291.0,0,0,0,1,0,Check-Out
174,20150706,1,1,3,15,1,48,4,2,167.0,668.0,0,0,0,0,0,Canceled
175,20150706,1,1,4,30,0,66,4,2,91.5,366.0,0,0,0,0,1,Check-Out
176,20150706,1,1,3,2,0,104,4,2,73.8,295.2,1,0,0,1,1,Check-Out
177,20150706,1,1,3,6,0,28,5,2,123.0,615.0,0,0,0,0,0,Check-Out
178,20150706,1,1,1,31,0,34,5,2,175.0,875.0,0,0,1,0,0,Check-Out
179,20150706,1,11,3,32,0,98,6,2,117.8,706.8,0,0,1,1,1,Check-Out
180,20150706,1,1,3,6,0,104,6,2,117.63,705.78,1,0,0,0,0,Check-Out
181,20150706,1,13,3,8,0,68,7,4,185.0,1295.0,0,0,0,0,0,Check-Out
182,20150706,1,1,4,20,1,86,7,1,71.0,497.0,0,0,0,1,0,Canceled
183,20150706,1,8,4,3,0,258,7,2,47.25,330.75,0,0,0,0,0,Check-Out
184,20150706,1,1,3,32,0,111,8,2,151.0,1208.0,0,0,0,1,1,Check-Out
185,20150706,1,1,3,13,1,94,10,2,87.3,873.0,0,0,0,0,0,Canceled
186,20150706,1,2,4,3,0,112,10,2,120.6,1206.0,0,0,0,1,0,Check-Out
187,20150706,1,2,4,13,0,100,10,2,63.86,638.6,1,0,0,1,0,Check-Out
188,20150706,1,1,1,31,0,33,10,2,157.1,1571.0,5,0,0,1,0,Check-Out
189,20150706,1,8,4,5,0,97,10,2,91.37,913.7,0,0,0,2,0,Check-Out
190,20150706,1,7,1,3,0,80,11,1,73.0,803.0,1,0,0,0,0,Check-Out
191,20150706,1,29,4,13,0,90,14,2,110.7,1549.8,0,0,0,0,0,Check-Out
192,20150706,1,8,4,3,0,111,14,2,93.6,1310.3999999999999,0,0,0,0,0,Check-Out
193,20150706,1,1,4,13,0,65,7,2,83.5,584.5,0,0,0,0,0,Check-Out
194,20150707,1,1,3,3,1,67,2,2,73.8,147.6,0,0,0,1,0,Canceled
195,20150707,1,11,3,3,0,55,3,2,82.0,246.0,0,0,1,2,0,Check-Out
196,20150707,1,13,1,31,0,21,3,3,185.5,556.5,0,0,0,1,0,Check-Out
197,20150707,1,1,1,3,0,8,0,2,0.0,0.0,0,0,0,1,0,Check-Out
198,20150707,1,1,3,9,0,8,0,2,0.0,0.0,0,0,0,1,1,Check-Out
199,20150707,1,2,3,3,0,0,1,1,109.8,109.8,0,0,0,3,0,Check-Out
200,20150707,1,1,1,26,0,0,1,3,195.0,195.0,0,0,1,0,0,Check-Out
201,20150707,1,2,3,3,0,0,1,1,109.8,109.8,0,0,0,3,0,Check-Out
202,20150707,1,4,3,18,0,8,4,5,193.0,772.0,2,0,0,1,0,Check-Out
203,20150707,1,1,3,13,0,66,4,2,97.0,388.0,0,0,0,2,0,Check-Out
204,20150707,1,3,4,33,0,88,4,3,150.0,600.0,0,0,0,1,1,Check-Out
205,20150707,1,30,1,3,0,0,4,2,98.0,392.0,2,0,0,0,0,Check-Out
206,20150707,1,1,4,20,1,43,5,2,91.5,457.5,0,0,0,0,0,Canceled
207,20150707,1,1,3,15,1,88,7,2,139.0,973.0,0,0,0,2,0,Canceled
208,20150707,1,5,4,13,0,54,7,2,79.5,556.5,0,0,0,0,0,Check-Out
209,20150707,1,6,4,3,1,292,7,2,47.25,330.75,0,0,0,0,0,Canceled
210,20150707,1,9,4,5,0,112,14,2,126.65,1773.1000000000001,0,0,0,1,0,Check-Out
211,20150708,1,2,3,6,0,68,3,2,107.0,321.0,0,0,0,1,0,Check-Out
212,20150708,1,1,3,3,0,7,4,2,131.0,524.0,0,0,1,2,0,Check-Out
213,20150708,1,11,3,3,0,1,4,2,131.0,524.0,0,0,1,1,0,Check-Out
214,20150708,1,1,3,3,1,113,4,2,123.0,492.0,0,0,0,1,0,Canceled
215,20150708,1,11,3,13,0,5,4,2,146.0,584.0,0,0,0,1,0,Check-Out
216,20150708,1,1,4,3,0,83,4,2,110.7,442.8,0,0,0,1,0,Check-Out
217,20150708,1,1,3,3,1,105,4,2,73.8,295.2,0,0,0,1,0,Canceled
218,20150708,1,1,4,3,0,0,1,1,61.0,61.0,0,0,0,0,0,Check-Out
219,20150708,1,1,2,3,1,1,1,2,104.72,104.72,0,0,0,1,0,Canceled
220,20150708,1,1,2,3,1,1,1,2,104.72,104.72,0,0,0,1,0,Canceled
221,20150708,1,23,2,34,0,1,2,2,104.72,209.44,0,0,1,1,1,Check-Out
222,20150708,1,1,1,3,1,102,5,2,66.42,332.1,0,0,0,1,0,Canceled
223,20150708,1,1,1,6,0,113,6,2,77.96,467.76,1,0,1,1,0,Check-Out
224,20150708,1,31,4,5,1,280,7,3,112.0,784.0,0,0,0,1,0,Canceled
225,20150708,1,2,3,35,0,96,7,2,107.0,749.0,0,0,0,1,1,Check-Out
226,20150708,1,8,4,5,0,394,7,2,89.68,627.76,0,0,0,0,0,Check-Out
227,20150708,1,1,3,15,0,33,7,2,155.0,1085.0,0,0,0,0,0,Check-Out
228,20150708,1,5,1,3,0,82,8,3,112.0,896.0,0,0,0,1,0,Check-Out
229,20150708,1,32,3,6,0,100,9,3,130.1,1170.8999999999999,1,0,0,3,0,Check-Out
230,20150708,1,32,3,6,0,100,9,2,100.1,900.9,0,0,0,2,0,Check-Out
231,20150709,1,13,3,1,0,17,1,4,123.0,123.0,0,0,0,3,0,Check-Out
232,20150709,1,16,1,2,0,68,2,3,124.0,248.0,0,0,1,1,1,Check-Out
233,20150709,1,13,1,22,0,12,2,4,146.0,292.0,2,0,1,0,1,Check-Out
234,20150709,1,1,1,13,1,77,3,2,97.0,291.0,0,0,0,0,0,Canceled
235,20150709,1,13,3,1,1,24,3,4,123.0,369.0,0,0,0,1,0,Canceled
236,20150709,1,13,3,11,1,44,3,4,153.0,459.0,0,0,0,0,0,Canceled
237,20150709,1,13,3,3,0,78,3,3,82.0,246.0,0,0,0,2,0,Check-Out
238,20150709,1,1,3,3,1,17,4,2,105.08,420.32,0,0,0,0,0,Canceled
239,20150709,1,1,3,3,1,103,4,2,65.42,261.68,0,0,0,0,0,Canceled
240,20150709,1,33,1,3,0,16,4,1,98.0,392.0,0,0,0,1,0,Check-Out
241,20150709,1,34,3,3,0,14,5,2,75.46,377.29999999999995,0,0,1,1,0,Check-Out
242,20150709,1,18,4,3,0,77,5,2,65.5,327.5,0,0,0,0,0,Check-Out
243,20150709,1,7,4,19,0,90,7,2,90.95,636.65,0,0,0,0,1,Check-Out
244,20150709,1,8,4,3,0,90,7,2,93.6,655.1999999999999,0,0,0,0,0,Check-Out
245,20150709,1,8,4,6,0,90,7,2,119.25,834.75,0,0,0,0,0,Check-Out
246,20150709,1,8,4,15,0,366,7,2,134.73,943.1099999999999,0,0,0,0,0,Check-Out
247,20150709,1,1,3,20,0,249,7,2,112.0,784.0,0,0,0,1,0,Check-Out
248,20150709,1,1,3,20,1,69,8,2,118.13,945.04,0,0,0,2,0,Canceled
249,20150710,1,3,1,3,0,10,1,2,131.0,131.0,0,0,0,0,0,Check-Out
250,20150710,1,1,3,3,0,22,2,2,88.2,176.4,0,0,0,0,0,Check-Out
251,20150710,1,1,3,3,0,91,2,2,73.8,147.6,0,0,0,1,0,Check-Out
252,20150710,1,1,3,3,0,23,2,2,98.0,196.0,0,0,0,0,0,Check-Out
253,20150710,1,1,3,3,0,11,2,2,110.5,221.0,0,0,0,1,0,Check-Out
254,20150710,1,1,3,3,0,3,2,2,131.0,262.0,0,0,0,1,0,Check-Out
255,20150710,1,13,3,8,0,13,2,3,185.0,370.0,2,0,1,1,0,Check-Out
256,20150710,1,1,3,13,0,108,2,2,87.3,174.6,1,0,0,2,0,Check-Out
257,20150710,1,1,3,3,0,91,2,2,73.8,147.6,0,0,0,1,0,Check-Out
258,20150710,1,2,3,1,0,37,3,2,120.0,360.0,0,0,0,1,0,Check-Out
259,20150710,1,35,1,2,0,21,3,2,98.0,294.0,0,0,0,1,1,Check-Out
260,20150710,1,2,3,6,0,106,3,2,96.3,288.9,0,0,0,2,0,Check-Out
261,20150710,1,36,1,36,0,30,4,2,197.0,788.0,0,0,0,1,0,Check-Out
262,20150710,1,36,1,36,0,30,4,2,197.0,788.0,0,0,0,1,0,Check-Out
263,20150710,1,1,3,6,1,51,5,2,123.0,615.0,0,0,0,0,0,Canceled
264,20150710,1,18,3,3,0,79,5,2,82.0,410.0,0,0,0,2,0,Check-Out
265,20150710,1,13,1,26,0,21,5,4,165.0,825.0,1,0,1,3,0,Check-Out
266,20150710,1,37,3,11,0,35,5,4,149.4,747.0,0,0,0,0,0,Check-Out
267,20150710,1,1,3,20,0,78,7,2,106.84,747.88,1,0,1,2,0,Check-Out
268,20150710,1,1,1,5,0,31,7,2,161.0,1127.0,1,0,1,1,0,Check-Out
269,20150710,1,1,3,5,0,78,7,2,134.43,941.01,1,0,0,2,0,Check-Out
270,20150710,1,1,3,15,0,78,7,2,144.43,1011.01,1,0,1,2,0,Check-Out
271,20150710,1,33,4,15,0,44,7,1,152.0,1064.0,2,0,0,0,0,Check-Out
272,20150710,1,38,3,31,0,34,7,3,125.54,878.7800000000001,0,0,0,3,0,Check-Out
273,20150710,1,13,4,4,0,87,7,4,133.83,936.8100000000001,0,0,0,2,0,Check-Out
274,20150710,1,13,1,1,0,11,8,4,159.75,1278.0,0,0,1,0,0,Check-Out
275,20150710,1,5,3,3,0,115,9,2,120.6,1085.3999999999999,0,0,0,2,0,Check-Out
276,20150710,1,1,3,13,0,86,10,2,112.2,1122.0,0,0,0,0,0,Check-Out
277,20150710,1,38,3,12,0,41,11,3,110.6,1216.6,0,0,0,0,0,Check-Out
278,20150710,1,39,3,1,0,32,13,2,105.9,1376.7,0,0,0,0,0,Check-Out
279,20150710,1,38,3,5,0,34,7,3,95.27,666.89,0,0,0,3,0,Check-Out
280,20150710,1,2,3,31,0,34,7,2,108.83,761.81,0,0,0,1,0,Check-Out
281,20150711,1,13,4,20,1,100,5,3,153.96,769.8000000000001,0,0,0,0,0,Canceled
282,20150711,1,11,3,3,0,44,5,2,120.6,603.0,0,0,0,0,0,Check-Out
283,20150711,1,13,6,3,0,304,6,3,90.67,544.02,1,0,0,1,0,Check-Out
284,20150711,1,1,3,6,1,36,6,2,126.67,760.02,0,0,0,0,0,Canceled
285,20150711,1,1,4,5,0,117,6,3,144.4,866.4000000000001,0,0,0,1,0,Check-Out
286,20150711,1,11,3,3,0,70,6,2,99.5,597.0,0,0,1,2,0,Check-Out
287,20150711,1,1,1,6,0,110,7,2,139.4,975.8000000000001,0,0,0,1,0,Check-Out
288,20150711,1,1,3,3,1,109,7,2,73.8,516.6,0,0,0,1,0,Canceled
289,20150711,1,2,3,6,0,33,4,2,89.97,359.88,0,0,0,1,0,Check-Out
290,20150711,1,1,3,6,0,33,4,2,123.0,492.0,0,0,0,0,0,Check-Out
291,20150711,1,40,3,6,0,33,4,2,123.0,492.0,1,0,0,0,0,Check-Out
292,20150711,1,2,1,3,0,0,1,1,123.0,123.0,0,0,0,0,0,Check-Out
293,20150711,1,19,3,20,0,0,1,2,144.9,144.9,1,0,0,1,0,Check-Out
294,20150711,1,11,1,11,0,0,1,2,153.0,153.0,0,0,0,0,0,Check-Out
295,20150711,1,11,3,3,0,0,1,2,131.0,131.0,0,0,0,1,0,Check-Out
296,20150711,1,1,2,20,0,84,2,2,100.0,200.0,0,0,1,0,0,Check-Out
297,20150711,1,11,4,3,0,71,2,2,65.5,131.0,0,0,0,0,0,Check-Out
