customer_key,customer_type,country,is_repeated_guest,is_family
585,Transient-Party,MLT,0,0
586,Contract,DNK,0,1
587,Transient,AIA,0,1
588,Transient,URY,0,1
589,Transient,SLV,0,0
590,Transient,ZAF,1,0
591,Transient,DMA,0,0
592,Group,POL,0,0
593,Transient-Party,PYF,0,0
594,Group,DEU,1,0
595,Transient-Party,DOM,0,0
596,Transient,TUN,1,0
597,Transient-Party,GUY,0,0
598,Transient-Party,LCA,0,0
599,Transient-Party,CPV,0,0
600,Transient,ATA,0,0
601,Transient,ARE,1,0
602,Transient-Party,SRB,0,1
603,Transient,GAB,0,1
604,Transient,AGO,1,1
605,Group,TUR,0,0
606,Transient,MKD,0,0
607,Transient-Party,SVN,0,1
608,Transient-Party,MNE,0,0
609,Transient,PHL,0,1
610,Transient,CUB,0,1
611,Group,JPN,0,1
612,Group,ARG,1,0
613,Transient,GTM,0,0
614,Transient-Party,ALB,0,0
615,Group,SGP,0,0
616,Transient-Party,MDV,0,0
617,Group,AGO,0,0
618,Group,NGA,1,0
619,Transient,MOZ,1,0
620,Transient,DNK,1,0
621,Transient,ASM,0,0
622,Group,ISR,1,0
623,Transient,BRA,1,1
624,Transient,BLR,0,1
625,Group,POL,1,0
626,Transient,MRT,0,0
627,Transient-Party,IND,0,1
628,Transient,SYR,0,0
629,Transient,GTM,0,1
630,Transient,NCL,0,0
631,Transient-Party,ECU,0,0
632,Transient,KIR,0,0
633,Transient,SDN,0,0
634,Group,USA,1,0
635,Transient,KEN,0,1
636,Group,ZAF,0,0
637,Transient-Party,NOR,0,1
638,Transient,USA,1,1
639,Transient,ATF,0,0
640,Transient,ARM,0,1
641,Transient,LBY,0,1
642,Transient-Party,PHL,0,0
643,Transient-Party,ZAF,0,1
644,Transient,CMR,0,1
645,Transient,SLE,0,0
646,Transient,LAO,0,0
647,Transient-Party,IRN,0,1
648,Transient-Party,COL,0,1
649,Group,GBR,1,1
